,geo,year
0,US-MD-512,2020
1,US-MI-513,2020
2,US-NY-514,2020
3,US-IN-515,2020
4,US-PA-516,2020
5,US-NC-517,2020
6,US-NC-518,2020
7,US-SC-519,2020
8,US-GA-520,2020
9,US-MA-521,2020
10,US-AL-522,2020
11,US-NH-523,2020
12,US-GA-524,2020
13,US-GA-525,2020
14,US-NY-526,2020
15,US-IN-527,2020
16,US-FL-528,2020
17,US-IN-529,2020
18,US-FL-530,2020
19,US-KY-531,2020
20,US-NY-532,2020
21,US-CT-533,2020
22,US-FL-534,2020
23,US-OH-535,2020
24,US-OH-536,2020
25,US-ME-537,2020
26,US-NY-538,2020
27,US-FL-539,2020
28,US-MI-540,2020
29,US-KY-541,2020
30,US-OH-542,2020
31,US-MA-543,2020
32,US-NC-544,2020
33,US-NC-545,2020
34,US-SC-546,2020
35,US-MI-547,2020
36,US-FL-548,2020
37,US-NY-549,2020
38,US-NC-550,2020
39,US-MI-551,2020
40,US-ME-552,2020
41,US-MI-553,2020
42,US-OH-554,2020
43,US-NY-555,2020
44,US-VA-556,2020
45,US-KY-557,2020
46,US-OH-558,2020
47,US-VA-559,2020
48,US-NC-560,2020
49,US-FL-561,2020
50,US-MI-563,2020
51,US-KY-564,2020
52,US-NY-565,2020
53,US-PA-566,2020
54,US-NC-567,2020
55,US-VA-569,2020
56,US-NC-570,2020
57,US-FL-571,2020
58,US-VA-573,2020
59,US-PA-574,2020
60,US-GA-575,2020
61,US-DE-576,2020
62,US-PA-577,2020
63,US-IL-581,2020
64,US-IN-582,2020
65,US-MI-583,2020
66,US-VA-584,2020
67,US-IN-588,2020
68,US-FL-592,2020
69,US-OH-596,2020
70,US-OH-597,2020
71,US-WV-598,2020
72,US-TX-600,2020
73,US-IL-602,2020
74,US-KS-603,2020
75,US-MO-604,2020
76,US-KS-605,2020
77,US-AL-606,2020
78,US-IL-609,2020
79,US-IL-610,2020
80,US-IA-611,2020
81,US-AR-612,2020
82,US-MN-613,2020
83,US-KS-616,2020
84,US-WI-617,2020
85,US-TX-618,2020
86,US-AR-619,2020
87,US-LA-622,2020
88,US-TX-623,2020
89,US-IA-624,2020
90,US-TX-625,2020
91,US-TX-626,2020
92,US-OK-627,2020
93,US-AR-628,2020
94,US-AL-630,2020
95,US-IA-631,2020
96,US-IL-632,2020
97,US-TX-633,2020
98,US-NM-634,2020
99,US-TX-635,2020
100,US-TX-636,2020
101,US-IA-637,2020
102,US-KS-638,2020
103,US-TN-639,2020
104,US-AR-640,2020
105,US-TX-641,2020
106,US-LA-642,2020
107,US-LA-643,2020
108,US-LA-644,2020
109,US-MS-647,2020
110,US-IL-648,2020
111,US-IL-649,2020
112,US-OK-650,2020
113,US-TX-651,2020
114,US-IA-652,2020
115,US-FL-656,2020
116,US-OK-657,2020
117,US-WI-658,2020
118,US-KY-659,2020
119,US-TX-661,2020
120,US-TX-662,2020
121,US-WI-669,2020
122,US-AR-670,2020
123,US-OK-671,2020
124,US-MS-673,2020
125,US-IL-675,2020
126,US-MN-676,2020
127,US-KS-678,2020
128,US-IA-679,2020
129,US-IL-682,2020
130,US-AL-686,2020
131,US-MT-687,2020
132,US-AL-691,2020
133,US-TX-692,2020
134,US-AR-693,2020
135,US-AL-698,2020
136,US-MN-702,2020
137,US-WI-705,2020
138,US-TX-709,2020
139,US-MS-710,2020
140,US-AL-711,2020
141,US-LA-716,2020
142,US-IL-717,2020
143,US-MS-718,2020
144,US-NE-722,2020
145,US-MN-724,2020
146,US-NE-725,2020
147,US-AR-734,2020
148,US-KY-736,2020
149,US-MN-737,2020
150,US-NE-740,2020
151,US-AK-743,2020
152,US-HI-744,2020
153,US-AK-745,2020
154,US-MS-746,2020
155,US-AK-747,2020
156,US-TX-749,2020
157,US-CO-751,2020
158,US-CO-752,2020
159,US-AZ-753,2020
160,US-MT-754,2020
161,US-MT-755,2020
162,US-MT-756,2020
163,US-ID-757,2020
164,US-ID-758,2020
165,US-NE-759,2020
166,US-ID-760,2020
167,US-MT-762,2020
168,US-SD-764,2020
169,US-NM-765,2020
170,US-MT-766,2020
171,US-WY-767,2020
172,US-NV-770,2020
173,US-AZ-771,2020
174,US-CO-773,2020
175,US-AZ-789,2020
176,US-NM-790,2020
177,US-MT-798,2020
178,US-CA-800,2020
179,US-OR-801,2020
180,US-CA-802,2020
181,US-CA-803,2020
182,US-CA-804,2020
183,US-CA-807,2020
184,US-OR-810,2020
185,US-CA-811,2020
186,US-CA-813,2020
187,US-WA-819,2020
188,US-OR-820,2020
189,US-OR-821,2020
190,US-CA-825,2020
191,US-CA-828,2020
192,US-NV-839,2020
193,US-CA-855,2020
194,US-CA-862,2020
195,US-CA-866,2020
196,US-CA-868,2020
197,US-ID-881,2020
198,US-ME-500,2020
199,US-NJ-501,2020
200,US-NY-502,2020
201,US-GA-503,2020
202,US-DE-504,2020
203,US-MI-505,2020
204,US-MA-506,2020
205,US-GA-507,2020
206,US-PA-508,2020
207,US-IN-509,2020
208,US-OH-510,2020
209,US-WV-511,2020
210,US-MD-512,2019
211,US-MI-513,2019
212,US-NY-514,2019
213,US-IN-515,2019
214,US-PA-516,2019
215,US-NC-517,2019
216,US-NC-518,2019
217,US-SC-519,2019
218,US-GA-520,2019
219,US-MA-521,2019
220,US-AL-522,2019
221,US-NH-523,2019
222,US-GA-524,2019
223,US-GA-525,2019
224,US-NY-526,2019
225,US-IN-527,2019
226,US-FL-528,2019
227,US-IN-529,2019
228,US-FL-530,2019
229,US-KY-531,2019
230,US-NY-532,2019
231,US-CT-533,2019
232,US-FL-534,2019
233,US-OH-535,2019
234,US-OH-536,2019
235,US-ME-537,2019
236,US-NY-538,2019
237,US-FL-539,2019
238,US-MI-540,2019
239,US-KY-541,2019
240,US-OH-542,2019
241,US-MA-543,2019
242,US-NC-544,2019
243,US-NC-545,2019
244,US-SC-546,2019
245,US-MI-547,2019
246,US-FL-548,2019
247,US-NY-549,2019
248,US-NC-550,2019
249,US-MI-551,2019
250,US-ME-552,2019
251,US-MI-553,2019
252,US-OH-554,2019
253,US-NY-555,2019
254,US-VA-556,2019
255,US-KY-557,2019
256,US-OH-558,2019
257,US-VA-559,2019
258,US-NC-560,2019
259,US-FL-561,2019
260,US-MI-563,2019
261,US-KY-564,2019
262,US-NY-565,2019
263,US-PA-566,2019
264,US-NC-567,2019
265,US-VA-569,2019
266,US-NC-570,2019
267,US-FL-571,2019
268,US-VA-573,2019
269,US-PA-574,2019
270,US-GA-575,2019
271,US-DE-576,2019
272,US-PA-577,2019
273,US-IL-581,2019
274,US-IN-582,2019
275,US-MI-583,2019
276,US-VA-584,2019
277,US-IN-588,2019
278,US-FL-592,2019
279,US-OH-596,2019
280,US-OH-597,2019
281,US-WV-598,2019
282,US-TX-600,2019
283,US-IL-602,2019
284,US-KS-603,2019
285,US-MO-604,2019
286,US-KS-605,2019
287,US-AL-606,2019
288,US-IL-609,2019
289,US-IL-610,2019
290,US-IA-611,2019
291,US-AR-612,2019
292,US-MN-613,2019
293,US-KS-616,2019
294,US-WI-617,2019
295,US-TX-618,2019
296,US-AR-619,2019
297,US-LA-622,2019
298,US-TX-623,2019
299,US-IA-624,2019
300,US-TX-625,2019
301,US-TX-626,2019
302,US-OK-627,2019
303,US-AR-628,2019
304,US-AL-630,2019
305,US-IA-631,2019
306,US-IL-632,2019
307,US-TX-633,2019
308,US-NM-634,2019
309,US-TX-635,2019
310,US-TX-636,2019
311,US-IA-637,2019
312,US-KS-638,2019
313,US-TN-639,2019
314,US-AR-640,2019
315,US-TX-641,2019
316,US-LA-642,2019
317,US-LA-643,2019
318,US-LA-644,2019
319,US-MS-647,2019
320,US-IL-648,2019
321,US-IL-649,2019
322,US-OK-650,2019
323,US-TX-651,2019
324,US-IA-652,2019
325,US-FL-656,2019
326,US-OK-657,2019
327,US-WI-658,2019
328,US-KY-659,2019
329,US-TX-661,2019
330,US-TX-662,2019
331,US-WI-669,2019
332,US-AR-670,2019
333,US-OK-671,2019
334,US-MS-673,2019
335,US-IL-675,2019
336,US-MN-676,2019
337,US-KS-678,2019
338,US-IA-679,2019
339,US-IL-682,2019
340,US-AL-686,2019
341,US-MT-687,2019
342,US-AL-691,2019
343,US-TX-692,2019
344,US-AR-693,2019
345,US-AL-698,2019
346,US-MN-702,2019
347,US-WI-705,2019
348,US-TX-709,2019
349,US-MS-710,2019
350,US-AL-711,2019
351,US-LA-716,2019
352,US-IL-717,2019
353,US-MS-718,2019
354,US-NE-722,2019
355,US-MN-724,2019
356,US-NE-725,2019
357,US-AR-734,2019
358,US-KY-736,2019
359,US-MN-737,2019
360,US-NE-740,2019
361,US-AK-743,2019
362,US-HI-744,2019
363,US-AK-745,2019
364,US-MS-746,2019
365,US-AK-747,2019
366,US-TX-749,2019
367,US-CO-751,2019
368,US-CO-752,2019
369,US-AZ-753,2019
370,US-MT-754,2019
371,US-MT-755,2019
372,US-MT-756,2019
373,US-ID-757,2019
374,US-ID-758,2019
375,US-NE-759,2019
376,US-ID-760,2019
377,US-MT-762,2019
378,US-SD-764,2019
379,US-NM-765,2019
380,US-MT-766,2019
381,US-WY-767,2019
382,US-NV-770,2019
383,US-AZ-771,2019
384,US-CO-773,2019
385,US-AZ-789,2019
386,US-NM-790,2019
387,US-MT-798,2019
388,US-CA-800,2019
389,US-OR-801,2019
390,US-CA-802,2019
391,US-CA-803,2019
392,US-CA-804,2019
393,US-CA-807,2019
394,US-OR-810,2019
395,US-CA-811,2019
396,US-CA-813,2019
397,US-WA-819,2019
398,US-OR-820,2019
399,US-OR-821,2019
400,US-CA-825,2019
401,US-CA-828,2019
402,US-NV-839,2019
403,US-CA-855,2019
404,US-CA-862,2019
405,US-CA-866,2019
406,US-CA-868,2019
407,US-ID-881,2019
408,US-ME-500,2019
409,US-NJ-501,2019
410,US-NY-502,2019
411,US-GA-503,2019
412,US-DE-504,2019
413,US-MI-505,2019
414,US-MA-506,2019
415,US-GA-507,2019
416,US-PA-508,2019
417,US-IN-509,2019
418,US-OH-510,2019
419,US-WV-511,2019
420,US-MD-512,2018
421,US-MI-513,2018
422,US-NY-514,2018
423,US-IN-515,2018
424,US-PA-516,2018
425,US-NC-517,2018
426,US-NC-518,2018
427,US-SC-519,2018
428,US-GA-520,2018
429,US-MA-521,2018
430,US-AL-522,2018
431,US-NH-523,2018
432,US-GA-524,2018
433,US-GA-525,2018
434,US-NY-526,2018
435,US-IN-527,2018
436,US-FL-528,2018
437,US-IN-529,2018
438,US-FL-530,2018
439,US-KY-531,2018
440,US-NY-532,2018
441,US-CT-533,2018
442,US-FL-534,2018
443,US-OH-535,2018
444,US-OH-536,2018
445,US-ME-537,2018
446,US-NY-538,2018
447,US-FL-539,2018
448,US-MI-540,2018
449,US-KY-541,2018
450,US-OH-542,2018
451,US-MA-543,2018
452,US-NC-544,2018
453,US-NC-545,2018
454,US-SC-546,2018
455,US-MI-547,2018
456,US-FL-548,2018
457,US-NY-549,2018
458,US-NC-550,2018
459,US-MI-551,2018
460,US-ME-552,2018
461,US-MI-553,2018
462,US-OH-554,2018
463,US-NY-555,2018
464,US-VA-556,2018
465,US-KY-557,2018
466,US-OH-558,2018
467,US-VA-559,2018
468,US-NC-560,2018
469,US-FL-561,2018
470,US-MI-563,2018
471,US-KY-564,2018
472,US-NY-565,2018
473,US-PA-566,2018
474,US-NC-567,2018
475,US-VA-569,2018
476,US-NC-570,2018
477,US-FL-571,2018
478,US-VA-573,2018
479,US-PA-574,2018
480,US-GA-575,2018
481,US-DE-576,2018
482,US-PA-577,2018
483,US-IL-581,2018
484,US-IN-582,2018
485,US-MI-583,2018
486,US-VA-584,2018
487,US-IN-588,2018
488,US-FL-592,2018
489,US-OH-596,2018
490,US-OH-597,2018
491,US-WV-598,2018
492,US-TX-600,2018
493,US-IL-602,2018
494,US-KS-603,2018
495,US-MO-604,2018
496,US-KS-605,2018
497,US-AL-606,2018
498,US-IL-609,2018
499,US-IL-610,2018
500,US-IA-611,2018
501,US-AR-612,2018
502,US-MN-613,2018
503,US-KS-616,2018
504,US-WI-617,2018
505,US-TX-618,2018
506,US-AR-619,2018
507,US-LA-622,2018
508,US-TX-623,2018
509,US-IA-624,2018
510,US-TX-625,2018
511,US-TX-626,2018
512,US-OK-627,2018
513,US-AR-628,2018
514,US-AL-630,2018
515,US-IA-631,2018
516,US-IL-632,2018
517,US-TX-633,2018
518,US-NM-634,2018
519,US-TX-635,2018
520,US-TX-636,2018
521,US-IA-637,2018
522,US-KS-638,2018
523,US-TN-639,2018
524,US-AR-640,2018
525,US-TX-641,2018
526,US-LA-642,2018
527,US-LA-643,2018
528,US-LA-644,2018
529,US-MS-647,2018
530,US-IL-648,2018
531,US-IL-649,2018
532,US-OK-650,2018
533,US-TX-651,2018
534,US-IA-652,2018
535,US-FL-656,2018
536,US-OK-657,2018
537,US-WI-658,2018
538,US-KY-659,2018
539,US-TX-661,2018
540,US-TX-662,2018
541,US-WI-669,2018
542,US-AR-670,2018
543,US-OK-671,2018
544,US-MS-673,2018
545,US-IL-675,2018
546,US-MN-676,2018
547,US-KS-678,2018
548,US-IA-679,2018
549,US-IL-682,2018
550,US-AL-686,2018
551,US-MT-687,2018
552,US-AL-691,2018
553,US-TX-692,2018
554,US-AR-693,2018
555,US-AL-698,2018
556,US-MN-702,2018
557,US-WI-705,2018
558,US-TX-709,2018
559,US-MS-710,2018
560,US-AL-711,2018
561,US-LA-716,2018
562,US-IL-717,2018
563,US-MS-718,2018
564,US-NE-722,2018
565,US-MN-724,2018
566,US-NE-725,2018
567,US-AR-734,2018
568,US-KY-736,2018
569,US-MN-737,2018
570,US-NE-740,2018
571,US-AK-743,2018
572,US-HI-744,2018
573,US-AK-745,2018
574,US-MS-746,2018
575,US-AK-747,2018
576,US-TX-749,2018
577,US-CO-751,2018
578,US-CO-752,2018
579,US-AZ-753,2018
580,US-MT-754,2018
581,US-MT-755,2018
582,US-MT-756,2018
583,US-ID-757,2018
584,US-ID-758,2018
585,US-NE-759,2018
586,US-ID-760,2018
587,US-MT-762,2018
588,US-SD-764,2018
589,US-NM-765,2018
590,US-MT-766,2018
591,US-WY-767,2018
592,US-NV-770,2018
593,US-AZ-771,2018
594,US-CO-773,2018
595,US-AZ-789,2018
596,US-NM-790,2018
597,US-MT-798,2018
598,US-CA-800,2018
599,US-OR-801,2018
600,US-CA-802,2018
601,US-CA-803,2018
602,US-CA-804,2018
603,US-CA-807,2018
604,US-OR-810,2018
605,US-CA-811,2018
606,US-CA-813,2018
607,US-WA-819,2018
608,US-OR-820,2018
609,US-OR-821,2018
610,US-CA-825,2018
611,US-CA-828,2018
612,US-NV-839,2018
613,US-CA-855,2018
614,US-CA-862,2018
615,US-CA-866,2018
616,US-CA-868,2018
617,US-ID-881,2018
618,US-ME-500,2018
619,US-NJ-501,2018
620,US-NY-502,2018
621,US-GA-503,2018
622,US-DE-504,2018
623,US-MI-505,2018
624,US-MA-506,2018
625,US-GA-507,2018
626,US-PA-508,2018
627,US-IN-509,2018
628,US-OH-510,2018
629,US-WV-511,2018
630,US-MD-512,2017
631,US-MI-513,2017
632,US-NY-514,2017
633,US-IN-515,2017
634,US-PA-516,2017
635,US-NC-517,2017
636,US-NC-518,2017
637,US-SC-519,2017
638,US-GA-520,2017
639,US-MA-521,2017
640,US-AL-522,2017
641,US-NH-523,2017
642,US-GA-524,2017
643,US-GA-525,2017
644,US-NY-526,2017
645,US-IN-527,2017
646,US-FL-528,2017
647,US-IN-529,2017
648,US-FL-530,2017
649,US-KY-531,2017
650,US-NY-532,2017
651,US-CT-533,2017
652,US-FL-534,2017
653,US-OH-535,2017
654,US-OH-536,2017
655,US-ME-537,2017
656,US-NY-538,2017
657,US-FL-539,2017
658,US-MI-540,2017
659,US-KY-541,2017
660,US-OH-542,2017
661,US-MA-543,2017
662,US-NC-544,2017
663,US-NC-545,2017
664,US-SC-546,2017
665,US-MI-547,2017
666,US-FL-548,2017
667,US-NY-549,2017
668,US-NC-550,2017
669,US-MI-551,2017
670,US-ME-552,2017
671,US-MI-553,2017
672,US-OH-554,2017
673,US-NY-555,2017
674,US-VA-556,2017
675,US-KY-557,2017
676,US-OH-558,2017
677,US-VA-559,2017
678,US-NC-560,2017
679,US-FL-561,2017
680,US-MI-563,2017
681,US-KY-564,2017
682,US-NY-565,2017
683,US-PA-566,2017
684,US-NC-567,2017
685,US-VA-569,2017
686,US-NC-570,2017
687,US-FL-571,2017
688,US-VA-573,2017
689,US-PA-574,2017
690,US-GA-575,2017
691,US-DE-576,2017
692,US-PA-577,2017
693,US-IL-581,2017
694,US-IN-582,2017
695,US-MI-583,2017
696,US-VA-584,2017
697,US-IN-588,2017
698,US-FL-592,2017
699,US-OH-596,2017
700,US-OH-597,2017
701,US-WV-598,2017
702,US-TX-600,2017
703,US-IL-602,2017
704,US-KS-603,2017
705,US-MO-604,2017
706,US-KS-605,2017
707,US-AL-606,2017
708,US-IL-609,2017
709,US-IL-610,2017
710,US-IA-611,2017
711,US-AR-612,2017
712,US-MN-613,2017
713,US-KS-616,2017
714,US-WI-617,2017
715,US-TX-618,2017
716,US-AR-619,2017
717,US-LA-622,2017
718,US-TX-623,2017
719,US-IA-624,2017
720,US-TX-625,2017
721,US-TX-626,2017
722,US-OK-627,2017
723,US-AR-628,2017
724,US-AL-630,2017
725,US-IA-631,2017
726,US-IL-632,2017
727,US-TX-633,2017
728,US-NM-634,2017
729,US-TX-635,2017
730,US-TX-636,2017
731,US-IA-637,2017
732,US-KS-638,2017
733,US-TN-639,2017
734,US-AR-640,2017
735,US-TX-641,2017
736,US-LA-642,2017
737,US-LA-643,2017
738,US-LA-644,2017
739,US-MS-647,2017
740,US-IL-648,2017
741,US-IL-649,2017
742,US-OK-650,2017
743,US-TX-651,2017
744,US-IA-652,2017
745,US-FL-656,2017
746,US-OK-657,2017
747,US-WI-658,2017
748,US-KY-659,2017
749,US-TX-661,2017
750,US-TX-662,2017
751,US-WI-669,2017
752,US-AR-670,2017
753,US-OK-671,2017
754,US-MS-673,2017
755,US-IL-675,2017
756,US-MN-676,2017
757,US-KS-678,2017
758,US-IA-679,2017
759,US-IL-682,2017
760,US-AL-686,2017
761,US-MT-687,2017
762,US-AL-691,2017
763,US-TX-692,2017
764,US-AR-693,2017
765,US-AL-698,2017
766,US-MN-702,2017
767,US-WI-705,2017
768,US-TX-709,2017
769,US-MS-710,2017
770,US-AL-711,2017
771,US-LA-716,2017
772,US-IL-717,2017
773,US-MS-718,2017
774,US-NE-722,2017
775,US-MN-724,2017
776,US-NE-725,2017
777,US-AR-734,2017
778,US-KY-736,2017
779,US-MN-737,2017
780,US-NE-740,2017
781,US-AK-743,2017
782,US-HI-744,2017
