Name,Geo_id,"Estimate, Households, Median income (dollars)","Margin of Error, Households, Median income (dollars)","Estimate, Households, Mean income (dollars)","Margin of Error, Households, Mean income (dollars)"
"Phoenix-Mesa-Scottsdale, AZ Metro Area",310M300US38060,58075,803,80235,1083
"Pine Bluff, AR Metro Area",310M300US38220,37076,4932,51185,4005
"Pinehurst-Southern Pines, NC Micro Area",310M300US38240,52279,6246,72904,6046
"Pittsburgh, PA Metro Area",310M300US38300,56063,857,75705,846
"Pittsfield, MA Metro Area",310M300US38340,58418,5018,76180,3658
"Plattsburgh, NY Micro Area",310M300US38460,55316,4840,65214,4162
"Pocatello, ID Metro Area",310M300US38540,48429,2865,64287,6989
"Ponce, PR Metro Area",310M300US38660,17533,978,25663,1810
"Port Angeles, WA Micro Area",310M300US38820,48587,5198,60096,4117
"Portland-South Portland, ME Metro Area",310M300US38860,63422,3106,82141,2506
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",310M300US38900,68676,1175,90488,1165
"Port St. Lucie, FL Metro Area",310M300US38940,48746,2385,68880,2778
"Portsmouth, OH Micro Area",310M300US39020,39210,3689,54291,6238
"Pottsville, PA Micro Area",310M300US39060,50684,1785,60421,2555
"Prescott, AZ Metro Area",310M300US39140,50420,2583,65804,4471
"Providence-Warwick, RI-MA Metro Area",310M300US39300,61948,1199,82478,1765
"Provo-Orem, UT Metro Area",310M300US39340,69288,2343,84429,2544
"Pueblo, CO Metro Area",310M300US39380,44677,3547,59601,2746
"Punta Gorda, FL Metro Area",310M300US39460,44200,2614,65643,4595
"Quincy, IL-MO Micro Area",310M300US39500,50753,2502,68841,4867
"Racine, WI Metro Area",310M300US39540,55706,2292,70257,3049
"Raleigh, NC Metro Area",310M300US39580,71685,1762,93733,2474
"Rapid City, SD Metro Area",310M300US39660,51097,2853,66461,4147
"Warsaw, IN Micro Area",310M300US47700,53963,5089,69224,6105
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",310M300US47900,95843,925,123171,1104
"Waterloo-Cedar Falls, IA Metro Area",310M300US47940,53877,3569,72333,4887
"Watertown-Fort Atkinson, WI Micro Area",310M300US48020,58703,8253,67493,3424
"Watertown-Fort Drum, NY Metro Area",310M300US48060,45624,3116,61225,2977
"Wausau, WI Metro Area",310M300US48140,54774,3526,73258,3539
"Weirton-Steubenville, WV-OH Metro Area",310M300US48260,44733,3056,56392,3289
"Wenatchee, WA Metro Area",310M300US48300,52231,4403,68430,4594
"Wheeling, WV-OH Metro Area",310M300US48540,44131,3560,62509,4371
"Whitewater-Elkhorn, WI Micro Area",310M300US48580,58302,3805,73449,5212
"Wichita, KS Metro Area",310M300US48620,53663,1971,69658,1621
"Wichita Falls, TX Metro Area",310M300US48660,44951,2782,58325,3503
"Williamsport, PA Metro Area",310M300US48700,49052,1874,61228,3957
"Wilmington, NC Metro Area",310M300US48900,50155,2671,69977,4095
"Wilson, NC Micro Area",310M300US48980,39036,5608,60107,7135
"Wisconsin Rapids-Marshfield, WI Micro Area",310M300US49220,51887,4281,69621,5439
"Wooster, OH Micro Area",310M300US49300,53434,1964,64910,2839
"Worcester, MA-CT Metro Area",310M300US49340,67763,2013,87965,1809
"Yakima, WA Metro Area",310M300US49420,48965,3169,65675,5573
"York-Hanover, PA Metro Area",310M300US49620,62462,2726,75945,2062
"Youngstown-Warren-Boardman, OH-PA Metro Area",310M300US49660,44981,1557,60428,2179
"Yuba City, CA Metro Area",310M300US49700,50775,3838,68476,4597
"Yuma, AZ Metro Area",310M300US49740,43518,2770,56872,2908
"Zanesville, OH Micro Area",310M300US49780,43422,4427,53368,3236
"Winchester, VA-WV Metro Area",310M300US49020,60962,2546,78433,4726
"Winston-Salem, NC Metro Area",310M300US49180,47711,1493,67076,2232
"Huntington-Ashland, WV-KY-OH Metro Area",310M300US26580,42420,1793,56702,2355
"Huntsville, AL Metro Area",310M300US26620,58238,3098,82195,2846
"Huntsville, TX Micro Area",310M300US26660,42199,2772,54821,4432
"Hutchinson, KS Micro Area",310M300US26740,45249,3893,59384,5102
"Idaho Falls, ID Metro Area",310M300US26820,60133,2149,76133,5182
"Indiana, PA Micro Area",310M300US26860,42962,2499,59117,2913
"Indianapolis-Carmel-Anderson, IN Metro Area",310M300US26900,56750,921,78628,1655
"Iowa City, IA Metro Area",310M300US26980,57777,2679,75411,3305
"Jamestown-Dunkirk-Fredonia, NY Micro Area",310M300US27460,42204,2801,55539,2728
"Janesville-Beloit, WI Metro Area",310M300US27500,50729,2265,65404,2936
"Jefferson City, MO Metro Area",310M300US27620,55031,3135,66765,3003
"Johnson City, TN Metro Area",310M300US27740,40943,2784,56495,3471
"Johnstown, PA Metro Area",310M300US27780,44100,3096,57562,2339
"Jonesboro, AR Metro Area",310M300US27860,41717,2585,60371,7846
"Joplin, MO Metro Area",310M300US27900,45876,2370,62827,4697
"Kahului-Wailuku-Lahaina, HI Metro Area",310M300US27980,72268,4713,98544,7178
"Ithaca, NY Metro Area",310M300US27060,56349,3335,73644,4239
"Jackson, MI Metro Area",310M300US27100,50009,3641,65570,4290
"Jackson, MS Metro Area",310M300US27140,50632,1677,70483,2894
"Jackson, TN Metro Area",310M300US27180,42373,2393,57708,3779
"Jacksonville, FL Metro Area",310M300US27260,56840,1103,77169,1730
"Jacksonville, NC Metro Area",310M300US27340,47150,3555,56900,2589
"Aberdeen, WA Micro Area",310M300US10140,49623,3998,67813,7818
"Abilene, TX Metro Area",310M300US10180,48016,4309,62145,3749
"Adrian, MI Micro Area",310M300US10300,51918,3667,67726,4367
"Aguadilla-Isabela, PR Metro Area",310M300US10380,14546,797,21838,1109
"Akron, OH Metro Area",310M300US10420,51598,1092,70083,1906
"Alamogordo, NM Micro Area",310M300US10460,43646,5075,66808,16346
"Albany, GA Metro Area",310M300US10500,40667,3796,57901,4309
"Albany, OR Metro Area",310M300US10540,51310,4689,69891,7173
"Albany-Schenectady-Troy, NY Metro Area",310M300US10580,65855,2050,85684,2217
"Albertville, AL Micro Area",310M300US10700,42362,4050,59315,6254
"Albuquerque, NM Metro Area",310M300US10740,50954,959,68558,1651
"Alexandria, LA Metro Area",310M300US10780,42136,3674,62594,3825
"Allentown-Bethlehem-Easton, PA-NJ Metro Area",310M300US10900,63022,1436,82857,2095
"Altoona, PA Metro Area",310M300US11020,43443,3931,58867,4822
"Amarillo, TX Metro Area",310M300US11100,54478,3541,75315,3792
"Ames, IA Metro Area",310M300US11180,53371,4519,70682,5933
"Anchorage, AK Metro Area",310M300US11260,82203,2269,102233,3574
"Ann Arbor, MI Metro Area",310M300US11460,65601,2780,94215,3141
"Anniston-Oxford-Jacksonville, AL Metro Area",310M300US11500,41687,3903,58992,5020
"Appleton, WI Metro Area",310M300US11540,63902,3756,79796,3371
"Arecibo, PR Metro Area",310M300US11640,18428,1712,24737,1596
"Asheville, NC Metro Area",310M300US11700,50541,1498,66888,2370
"Ashtabula, OH Micro Area",310M300US11780,42965,3297,55721,4363
"Athens, OH Micro Area",310M300US11900,36193,4196,56230,6361
"Athens, TX Micro Area",310M300US11980,44088,4408,64111,9209
"Athens-Clarke County, GA Metro Area",310M300US12020,43165,2654,65420,3689
"Atlanta-Sandy Springs-Roswell, GA Metro Area",310M300US12060,62613,890,86546,1080
"Atlantic City-Hammonton, NJ Metro Area",310M300US12100,56778,4087,77520,3298
"Auburn, NY Micro Area",310M300US12180,54995,4267,68575,3961
"Auburn-Opelika, AL Metro Area",310M300US12220,48056,3169,64562,5188
"Augusta-Richmond County, GA-SC Metro Area",310M300US12260,48543,2304,64651,2169
"Augusta-Waterville, ME Micro Area",310M300US12300,51573,3712,64429,3916
"Austin-Round Rock, TX Metro Area",310M300US12420,71000,944,96786,1747
"Bakersfield, CA Metro Area",310M300US12540,49903,1490,67594,2127
"Baltimore-Columbia-Towson, MD Metro Area",310M300US12580,76788,1312,99655,1288
"Bangor, ME Metro Area",310M300US12620,47328,2968,62849,4093
"Barnstable Town, MA Metro Area",310M300US12700,67898,2935,91777,5634
"Baton Rouge, LA Metro Area",310M300US12940,52487,2322,76112,2658
"Battle Creek, MI Metro Area",310M300US12980,45902,2822,61465,3819
"Bay City, MI Metro Area",310M300US13020,44756,3736,60261,4407
"Beaumont-Port Arthur, TX Metro Area",310M300US13140,49364,2632,68907,3084
"Beaver Dam, WI Micro Area",310M300US13180,55856,3413,66121,3520
"Beckley, WV Metro Area",310M300US13220,44178,4301,55995,2975
"Bellingham, WA Metro Area",310M300US13380,56411,4819,71154,3568
"Bend-Redmond, OR Metro Area",310M300US13460,61870,3790,78473,5221
"Billings, MT Metro Area",310M300US13740,58037,3300,74916,3162
"Binghamton, NY Metro Area",310M300US13780,51360,2089,67745,3168
"Birmingham-Hoover, AL Metro Area",310M300US13820,52226,990,74082,2071
"Bismarck, ND Metro Area",310M300US13900,65527,4700,87226,6855
"Blacksburg-Christiansburg-Radford, VA Metro Area",310M300US13980,50950,1742,72205,6534
"Bloomington, IL Metro Area",310M300US14010,61320,3698,81223,3460
"Bloomington, IN Metro Area",310M300US14020,43693,2834,64315,4011
"Bloomsburg-Berwick, PA Metro Area",310M300US14100,50038,3491,67173,4186
"Bluefield, WV-VA Micro Area",310M300US14140,38488,4609,52637,4779
"Boise City, ID Metro Area",310M300US14260,55162,1774,73245,3205
"Boston-Cambridge-Newton, MA-NH Metro Area",310M300US14460,82380,1171,111300,1135
"Boulder, CO Metro Area",310M300US14500,74615,3337,105099,4282
"Bowling Green, KY Metro Area",310M300US14540,45649,1837,62562,5612
"Bozeman, MT Micro Area",310M300US14580,61211,3899,91957,8995
"Brainerd, MN Micro Area",310M300US14660,51162,2837,74639,7085
"Branson, MO Micro Area",310M300US14700,40633,5187,56074,5971
"Bremerton-Silverdale, WA Metro Area",310M300US14740,69171,3935,85625,3901
"Bridgeport-Stamford-Norwalk, CT Metro Area",310M300US14860,90123,2925,143628,3548
"Canton-Massillon, OH Metro Area",310M300US15940,50811,1505,66227,2135
"Cape Coral-Fort Myers, FL Metro Area",310M300US15980,52909,1336,74125,2280
"Brownsville-Harlingen, TX Metro Area",310M300US15180,37061,2142,51206,2565
"Brunswick, GA Metro Area",310M300US15260,46014,3616,64202,8003
"Buffalo-Cheektowaga-Niagara Falls, NY Metro Area",310M300US15380,53487,1293,72118,1629
"Burlington, NC Metro Area",310M300US15500,45100,2609,60609,3232
"Burlington-South Burlington, VT Metro Area",310M300US15540,66367,3961,86483,4289
